gene,f_score,p_value
ENSG00000176971.4,206.46222392413551,4.966672276091036e-39
ENSG00000128059.8,206.20295408641556,5.436253582945346e-39
ENSG00000145247.12,206.12805186910384,5.580038529277244e-39
ENSG00000166482.12,205.99123440749327,5.8526119259318905e-39
ENSG00000100060.18,205.95918710142058,5.91836745132176e-39
ENSG00000154734.16,205.37033344216712,7.267758464573975e-39
ENSG00000179144.5,205.33517822634394,7.357465724276541e-39
ENSG00000112139.16,205.21094201304643,7.683488992813933e-39
ENSG00000204217.15,205.16312208749574,7.812812155786978e-39
ENSG00000143633.13,204.98775590736264,8.306062774426185e-39
ENSG00000117834.13,204.88527840558245,8.608657159574448e-39
ENSG00000257604.1,204.70642717672152,9.163535757635714e-39
ENSG00000155660.11,204.60921161697004,9.480070069310711e-39
ENSG00000117399.14,204.5204983718322,9.778495288429818e-39
ENSG00000272783.1,203.79573922921517,1.2598174464684057e-38
ENSG00000170477.13,203.77987062562153,1.2668295889726724e-38
ENSG00000279662.1,203.50200852461262,1.3961667146822864e-38
ENSG00000286646.1,202.9311007748865,1.7050545089997364e-38
ENSG00000132376.20,202.6467446046667,1.8836486694975953e-38
ENSG00000154065.17,202.48129690546875,1.996087261333199e-38
ENSG00000144891.18,202.40718442521754,2.0486171865153296e-38
ENSG00000019169.10,202.3018866244158,2.1256475903294577e-38
ENSG00000164619.10,201.92047899265373,2.4298413198535906e-38
ENSG00000279453.1,201.85313738224002,2.4879246838416217e-38
ENSG00000164741.15,201.20544931835482,3.122945529849379e-38
ENSG00000272463.1,200.28044314017308,4.322469629407545e-38
ENSG00000121068.14,200.0272051579262,4.725131659464272e-38
ENSG00000122952.17,199.895836486759,4.948644841522155e-38
ENSG00000106991.14,199.42869422953586,5.833047062311102e-38
ENSG00000118785.14,199.1463779728298,6.442821721862646e-38
ENSG00000163710.9,198.98604317831163,6.81722783232954e-38
ENSG00000214708.4,198.92280347756042,6.970843279738301e-38
ENSG00000159640.17,198.62212913710994,7.75014816946978e-38
ENSG00000108823.16,198.5220260890891,8.028559361231761e-38
ENSG00000152402.11,198.43241950040277,8.286288061047133e-38
ENSG00000178826.11,197.4703997240544,1.1635973562346278e-37
ENSG00000116678.20,197.25051549976968,1.257573737898155e-37
ENSG00000233251.8,197.15304160689206,1.3016367584535682e-37
ENSG00000112242.15,197.14482019759276,1.3054234071244261e-37
ENSG00000183856.11,196.65838126848988,1.5503317918807552e-37
ENSG00000179967.11,196.61027525900613,1.5769300586457444e-37
ENSG00000108773.11,196.55223498380826,1.6096318938614845e-37
ENSG00000272379.1,196.39151608169172,1.7037849525878072e-37
ENSG00000147689.16,196.2542181223836,1.7885870736592299e-37
ENSG00000142273.13,196.22153899319366,1.8093882503912706e-37
ENSG00000128165.9,196.12563719625481,1.8718458655984577e-37
ENSG00000143110.12,195.95911684117698,1.9854836203792495e-37
ENSG00000152583.12,195.5860994851674,2.265830348207677e-37
ENSG00000112419.14,195.02781054449133,2.7614688900518786e-37
ENSG00000113555.6,194.85602794710277,2.9348768852600757e-37
ENSG00000163686.15,194.77766319217463,3.017575848073601e-37
ENSG00000171885.18,194.35765033792708,3.5023994610842604e-37
ENSG00000126895.15,193.79790981285745,4.272329074919964e-37
ENSG00000173391.9,193.44905460866784,4.836015709204145e-37
ENSG00000134690.11,193.42202234357475,4.8826947429185354e-37
ENSG00000173898.14,193.18719976600786,5.307706385769465e-37
ENSG00000186642.16,192.4452377300138,6.910710838075619e-37
ENSG00000101335.10,192.08362068242604,7.860165307173644e-37
ENSG00000177453.7,191.80915752619427,8.667358657892102e-37
ENSG00000038945.15,191.54186836357425,9.533435935004499e-37
ENSG00000278259.4,191.51210509895608,9.635102509697355e-37
ENSG00000228997.1,191.2613794018871,1.053593690510949e-36
ENSG00000183287.14,191.20626467354683,1.0745037204458064e-36
ENSG00000119862.13,191.2050418341343,1.0749723507864504e-36
ENSG00000162062.15,191.1555049333627,1.0941300344373103e-36
ENSG00000186594.14,190.84783698407546,1.2210397527603805e-36
ENSG00000138639.18,190.6096901320219,1.3293419927774727e-36
ENSG00000150457.9,190.5438258182779,1.3609634999874376e-36
ENSG00000272839.1,190.25423061975482,1.5092095240353055e-36
ENSG00000187116.14,190.1206006338918,1.5829830564975878e-36
ENSG00000162614.19,190.11715710422953,1.5849312668041287e-36
ENSG00000147027.4,190.10991675825073,1.589035421007893e-36
ENSG00000073910.22,189.91363851344101,1.7044555167078874e-36
ENSG00000183801.8,189.8921325368976,1.7176031752763267e-36
ENSG00000156052.11,189.84360221800748,1.7476476372044594e-36
ENSG00000214491.8,189.8212137378419,1.761685410880341e-36
ENSG00000123213.23,189.7759759193724,1.7903964738266857e-36
ENSG00000171303.7,189.3582284214006,2.0787698008691163e-36
ENSG00000157077.15,189.0706891818225,2.303947505534088e-36
ENSG00000150764.14,188.83912129592815,2.502987548645184e-36
ENSG00000119326.15,188.54190785286727,2.7839741958775048e-36
ENSG00000175130.7,188.5137453730722,2.812189698997639e-36
ENSG00000102547.19,188.33666837855515,2.9963005006310957e-36
ENSG00000134057.15,188.12471146108965,3.232666859099469e-36
ENSG00000151474.23,187.9964487523604,3.3847058397256244e-36
ENSG00000109458.8,187.53189195617395,3.998044523029617e-36
ENSG00000144681.10,187.39795958042126,4.194780296504288e-36
ENSG00000148841.17,187.0735616182156,4.712552049269758e-36
ENSG00000197766.8,186.91125118010703,4.9952425213491346e-36
ENSG00000106462.11,186.8748745146982,5.06089970316285e-36
ENSG00000183087.15,186.83987177965125,5.1248952044303353e-36
ENSG00000120057.5,186.22847086421984,6.383460906066978e-36
ENSG00000076382.17,185.32037630697388,8.848628531598945e-36
ENSG00000144909.8,185.3127954627658,8.872800813731366e-36
ENSG00000171943.12,185.29970939341166,8.914683212688483e-36
ENSG00000140044.13,185.01765845855692,9.867269158919444e-36
ENSG00000119138.4,184.9545911218468,1.0093888667789928e-35
ENSG00000125459.17,184.9189110408162,1.0224405442285971e-35
ENSG00000061656.10,184.86847036594983,1.0411813179569634e-35
ENSG00000028528.15,184.56721177242736,1.1605195786262888e-35
ENSG00000004799.8,184.44531518718216,1.2126267706229165e-35
ENSG00000110660.15,184.0102063085849,1.418547002349398e-35
ENSG00000167641.11,183.9879225672807,1.429991687063394e-35
ENSG00000174804.4,183.78734990241884,1.5372694879537539e-35
ENSG00000175643.10,183.7710502270646,1.5463347783332192e-35
ENSG00000134020.8,183.61969804996733,1.63311795216743e-35
ENSG00000183607.10,183.2525179203746,1.8645374503036104e-35
ENSG00000103034.14,183.21183885980187,1.8921230535006754e-35
ENSG00000112984.12,183.19425097199303,1.9041764640284823e-35
ENSG00000136826.15,183.1470061517906,1.936937693743018e-35
ENSG00000148082.10,183.0741707641076,1.9885569765764694e-35
ENSG00000138772.13,182.9175446637824,2.1042885798551872e-35
ENSG00000196814.15,182.69511161163595,2.280367996520899e-35
ENSG00000204161.14,182.30093730526448,2.6295450135155927e-35
ENSG00000119280.17,182.22702669669135,2.700766379080444e-35
ENSG00000165511.6,182.1196865644148,2.8076655011673215e-35
ENSG00000006740.17,181.84326405701006,3.1029308165429423e-35
ENSG00000138735.16,181.7346827166575,3.2272727696079545e-35
ENSG00000140945.17,181.7153511543114,3.249929484671846e-35
ENSG00000169926.11,181.65280731472677,3.3243315812566735e-35
ENSG00000197405.8,181.3867154868051,3.660483163368845e-35
ENSG00000225329.3,181.30702331331227,3.7676517945309385e-35
ENSG00000102921.8,181.16679288614642,3.9639404966437704e-35
ENSG00000106809.11,181.1538454362271,3.9825737995316175e-35
ENSG00000088325.16,181.11690870126523,4.036216128391541e-35
ENSG00000188921.14,180.93441894653313,4.3120833185489603e-35
ENSG00000029993.15,180.85752991884354,4.43391378053862e-35
ENSG00000231993.1,180.84119380001601,4.460240357716104e-35
ENSG00000172403.11,180.60621224801454,4.856770252683556e-35
ENSG00000155659.15,180.54009160084414,4.974601729658029e-35
ENSG00000156076.10,178.76211435636645,9.486577352383069e-35
ENSG00000152137.8,178.60597610620388,1.0040769319918455e-34
ENSG00000175063.17,178.4555598026035,1.0605388071116534e-34
ENSG00000236914.4,178.43362378578126,1.069035242960592e-34
ENSG00000093183.14,178.4103038786887,1.0781426834176919e-34
ENSG00000126602.11,178.35832315928752,1.0987248588856533e-34
ENSG00000141448.11,178.28595484708745,1.1280385168845322e-34
ENSG00000153823.19,178.04539407761882,1.2312451704151443e-34
ENSG00000273760.1,177.9993728695873,1.2520447051980325e-34
ENSG00000180772.7,177.8931065136358,1.3014307149997392e-34
ENSG00000146072.6,177.54399594107338,1.4778725202847525e-34
ENSG00000088854.12,177.5421864020717,1.4788470287593453e-34
ENSG00000143382.15,177.46374437955615,1.5217174070671454e-34
ENSG00000176920.13,177.41810688853016,1.54723144341043e-34
ENSG00000172201.12,177.31171694570318,1.6083905561561063e-34
ENSG00000092964.18,177.24165201702212,1.649988256501476e-34
ENSG00000137033.11,177.17096702802553,1.6930491919279914e-34
ENSG00000111863.13,176.82389264802194,1.921436955872999e-34
ENSG00000134030.14,176.71025021064847,2.002751720738178e-34
ENSG00000076067.13,176.65384391665052,2.0443868567839642e-34
ENSG00000147113.17,176.3280478527303,2.3024584387256055e-34
ENSG00000125910.6,176.08516209575748,2.515933309619104e-34
ENSG00000139970.17,175.87343298864198,2.7181846308261904e-34
ENSG00000163464.8,175.85259005139818,2.7389569871811397e-34
ENSG00000169442.9,175.74095764049292,2.852955681781804e-34
ENSG00000234456.8,175.7293057705755,2.8651258666011326e-34
ENSG00000124766.7,175.4710139267156,3.1487120773938565e-34
ENSG00000203499.12,175.41570071125668,3.213016715661947e-34
ENSG00000239672.8,175.3411934721374,3.3017255082520496e-34
ENSG00000166851.15,175.12189612803417,3.577358075215733e-34
ENSG00000021852.13,174.9590177525396,3.796934859183449e-34
ENSG00000064999.15,174.7923928340856,4.035579356288043e-34
ENSG00000019485.13,174.452796507761,4.569633898602405e-34
ENSG00000012822.16,174.41870467598036,4.627022179071203e-34
ENSG00000079462.8,174.14714741911084,5.110769329295497e-34
ENSG00000101811.14,174.02493296707434,5.344753267882576e-34
ENSG00000136869.16,173.93078268867728,5.532319932186334e-34
ENSG00000163431.13,173.7207498347309,5.974923023026255e-34
ENSG00000108622.11,173.57693629227032,6.298331643900537e-34
ENSG00000180537.13,173.54745980259648,6.366759417927634e-34
ENSG00000139874.6,173.4633840367555,6.566066032119418e-34
ENSG00000154330.13,173.37099736028685,6.7923086119889864e-34
ENSG00000204713.11,172.7792144841045,8.439322707729097e-34
ENSG00000103994.18,172.44816202124412,9.530020063137677e-34
ENSG00000169379.16,172.37053588173208,9.805625857811755e-34
ENSG00000147443.13,171.86752951146718,1.1796221333428175e-33
ENSG00000179348.12,171.5042491429484,1.348198279159129e-33
ENSG00000137824.16,171.32569131608886,1.4397243171281975e-33
ENSG00000183605.17,171.28446895821853,1.4617260628096623e-33
ENSG00000157456.8,171.28348212271123,1.4622568882740086e-33
ENSG00000046889.19,170.60751717892896,1.8753997842209603e-33
ENSG00000147257.15,170.10876461788828,2.2537574699748233e-33
ENSG00000235750.10,169.74477746016626,2.5774772021586547e-33
ENSG00000086232.13,169.73580164597323,2.5860244019264205e-33
ENSG00000100196.11,169.39204478618325,2.9357070156477228e-33
ENSG00000095637.22,169.04048869426535,3.342519227836923e-33
ENSG00000198624.13,168.8842103139563,3.5411030281827824e-33
ENSG00000124942.14,168.82961018876685,3.613242138064146e-33
ENSG00000160688.19,168.65529155609778,3.853585268980239e-33
ENSG00000078114.19,168.6023979519061,3.929640678800025e-33
ENSG00000223573.7,168.4163436916431,4.2093478078260316e-33
ENSG00000159433.12,168.40259617865863,4.230791873744817e-33
ENSG00000166912.17,168.35731559960848,4.3022017300486615e-33
ENSG00000101938.15,168.25116413090154,4.47439016054044e-33
ENSG00000025423.11,167.94585847245884,5.009198353287049e-33
ENSG00000123500.10,167.57675023058368,5.742248189513649e-33
ENSG00000158373.8,167.5414988519055,5.817662361563542e-33
ENSG00000140092.14,167.5182089976056,5.868031859219027e-33
ENSG00000136261.15,167.4990685080502,5.9097551716278815e-33
ENSG00000126218.12,167.38093607931475,6.173942287523953e-33
ENSG00000116005.12,167.09563690599566,6.861945398045645e-33
ENSG00000220205.9,167.04857575040512,6.982615611604996e-33
ENSG00000138434.17,167.0413598336636,7.001305578078354e-33
ENSG00000164188.9,166.94730185432618,7.249571462602816e-33
ENSG00000101057.16,166.908245382873,7.355241478069416e-33
ENSG00000120318.16,166.69587069252708,7.957510168140214e-33
ENSG00000166961.15,166.5443490703644,8.417259902400982e-33
ENSG00000163938.17,166.40929038803102,8.849503857839706e-33
ENSG00000114686.9,166.37826318739766,8.951912538806577e-33
ENSG00000165410.15,166.20715668788307,9.538430064918668e-33
ENSG00000104738.18,166.19277361560498,9.58945681299536e-33
ENSG00000160593.19,166.1344208908601,9.799302458899215e-33
ENSG00000103550.14,165.75776859794462,1.1269342849560559e-32
ENSG00000103710.11,165.4777394359052,1.250413436275372e-32
ENSG00000140254.12,165.3419866227337,1.3150773350911137e-32
ENSG00000070731.11,165.22044666236127,1.375816211133167e-32
ENSG00000166123.14,165.1582624676045,1.4079740337450308e-32
ENSG00000138670.18,164.8313702529078,1.5898623663386158e-32
ENSG00000143217.9,164.52419252626515,1.7822460847757983e-32
ENSG00000163468.15,163.98300148998362,2.1798580322462682e-32
ENSG00000142945.13,163.89039752362802,2.2563236395579248e-32
ENSG00000187416.12,163.84571048562745,2.294180943174718e-32
ENSG00000067177.15,163.72160297158192,2.4027005931989104e-32
ENSG00000184500.16,163.70457740060104,2.417984581257186e-32
ENSG00000133574.10,163.65674947883062,2.4614445658769632e-32
ENSG00000138180.16,163.41729379104524,2.6911188274778945e-32
ENSG00000138160.7,163.37810940827177,2.7307010562119053e-32
ENSG00000138207.14,163.20699146136593,2.910524294777903e-32
ENSG00000159713.11,163.08387508111161,3.0472181539471566e-32
ENSG00000115368.10,162.9765297799523,3.1716540296206516e-32
ENSG00000160957.14,162.24683389626912,4.164134117543004e-32
ENSG00000110906.13,162.24519343248787,4.1666851535973234e-32
ENSG00000177788.6,162.20405636754256,4.231171919853564e-32
ENSG00000089685.15,162.0124936775937,4.5449240551377825e-32
ENSG00000105011.9,161.87725483524974,4.7804008076084334e-32
ENSG00000006625.18,161.7777467658049,4.961454698935861e-32
ENSG00000234362.6,161.4863243845554,5.532303457554643e-32
ENSG00000090447.12,161.4769499978608,5.551723150426868e-32
ENSG00000141562.18,161.45727000382624,5.592714651190847e-32
ENSG00000101955.15,161.4536769170254,5.600231450150245e-32
ENSG00000027075.15,161.44827367072136,5.611554240471571e-32
ENSG00000137960.6,161.1745441316425,6.216298102403954e-32
ENSG00000255197.6,161.0803984389248,6.43908193746919e-32
ENSG00000276043.5,160.79204685566907,7.172583329489477e-32
ENSG00000135069.14,160.64920892856813,7.566450725010187e-32
ENSG00000114698.15,160.63824555361091,7.597564535767907e-32
ENSG00000198909.8,160.51204304322894,7.965113731917866e-32
ENSG00000175899.15,160.49857195994161,8.005386687436076e-32
ENSG00000011426.11,160.25699796387357,8.763331814153324e-32
ENSG00000068615.19,160.19318653874404,8.975309453043472e-32
ENSG00000260314.3,160.1536150494654,9.109342896563696e-32
ENSG00000144642.22,160.11944194544589,9.226708005888512e-32
ENSG00000117650.13,160.0996683359738,9.295311483090502e-32
ENSG00000101311.16,160.03720594242213,9.51540493122514e-32
ENSG00000079819.19,160.00737804325854,9.622346053308076e-32
ENSG00000129675.16,159.97531105932777,9.738661792342235e-32
ENSG00000229619.4,159.91615602808105,9.956951566554389e-32
ENSG00000100234.12,159.43314313373548,1.1933519094441623e-31
ENSG00000007402.12,159.2019630344601,1.3014583617725193e-31
ENSG00000169241.19,159.06566494057543,1.3697502461919043e-31
ENSG00000183161.6,159.05564359245633,1.3749112304937369e-31
ENSG00000145050.19,159.04605292280755,1.3798687045904345e-31
ENSG00000162849.16,158.9265894028206,1.4431458073009088e-31
ENSG00000171848.16,158.91407779259302,1.449939273326105e-31
ENSG00000117394.24,158.32298422599993,1.8103208095074077e-31
ENSG00000110492.15,158.16597525826768,1.9203436771078338e-31
ENSG00000180061.10,158.1450067988063,1.9355368828727931e-31
ENSG00000168079.17,158.14266592790779,1.9372404914938312e-31
ENSG00000162851.8,158.07305866490782,1.988592455734049e-31
ENSG00000076604.15,157.97285760231645,2.0649248511348164e-31
ENSG00000158352.16,157.9189302462646,2.1072174217482626e-31
ENSG00000163637.13,157.90616209517688,2.1173575783143226e-31
ENSG00000130826.18,157.4593380160448,2.504850359549869e-31
ENSG00000117791.16,157.4286308371374,2.533959621120212e-31
ENSG00000179914.5,157.30059122573724,2.659044164179051e-31
ENSG00000109586.12,156.61756954691654,3.4389666764209317e-31
ENSG00000119457.8,156.5158573092056,3.573327856643965e-31
ENSG00000171522.6,156.35227910900255,3.80056158424633e-31
ENSG00000090889.12,156.3453477070756,3.810504538884984e-31
ENSG00000153093.20,156.16859540616338,4.073072936792113e-31
ENSG00000066468.23,155.8545537820089,4.585229354919741e-31
ENSG00000170836.12,155.8370129681694,4.615672319113945e-31
ENSG00000106004.5,155.37015194142776,5.504989107709814e-31
ENSG00000154127.10,155.34881155298075,5.549523507418533e-31
ENSG00000127528.6,155.1622007975184,5.954700462431869e-31
ENSG00000204592.9,154.97916926500895,6.380963965190267e-31
ENSG00000235584.3,154.74091072509586,6.982102826906427e-31
ENSG00000071967.12,154.24193384384745,8.431828086816514e-31
ENSG00000094804.12,153.9451902944935,9.433679411142037e-31
ENSG00000136153.20,153.86870623234972,9.710742821634318e-31
ENSG00000117724.13,153.69580901811798,1.036756191926958e-30
ENSG00000240184.7,153.65925977104277,1.0512024123369143e-30
ENSG00000205364.4,153.63101638647802,1.0625040496865519e-30
ENSG00000123360.12,153.54641442701373,1.097093259178098e-30
ENSG00000188176.12,153.49718870292116,1.1177372006754258e-30
ENSG00000170890.14,153.47762023007468,1.126051663904144e-30
ENSG00000087274.17,153.32050239400186,1.195101364540342e-30
ENSG00000167900.12,153.3026345299823,1.2032184774005243e-30
ENSG00000118946.12,153.17080772690645,1.2648419955574115e-30
ENSG00000262097.2,152.8893453565563,1.4072331739087996e-30
ENSG00000235505.7,152.86442763043735,1.420589686964055e-30
ENSG00000113231.14,152.55094546401455,1.5999137040757125e-30
ENSG00000147231.14,152.2699742459364,1.7798891340172738e-30
ENSG00000126787.13,152.26446890763822,1.7836116343745475e-30
ENSG00000065675.15,152.20108338027984,1.8270379845738566e-30
ENSG00000142973.14,151.9711795468484,1.9936541213210532e-30
ENSG00000049283.18,151.86210986621995,2.077955449747114e-30
ENSG00000133026.13,151.60682245472793,2.2895375963168517e-30
ENSG00000120457.12,151.58730280879382,2.3065794750103666e-30
ENSG00000123473.16,151.51883429363517,2.36737037871394e-30
ENSG00000166313.19,151.47599219639406,2.406224303792903e-30
ENSG00000143374.17,151.3617865486004,2.5129568913968034e-30
ENSG00000064042.18,151.11795937781778,2.7570151209516462e-30
ENSG00000055044.11,150.77772024078254,3.1378878561422754e-30
ENSG00000139174.12,150.75673674114435,3.163037659873798e-30
ENSG00000124067.17,150.66116497723937,3.2801710290277414e-30
ENSG00000144591.19,150.6397679003985,3.306986720231582e-30
ENSG00000100558.9,150.61728816586034,3.3353964544368714e-30
ENSG00000174944.9,150.20138281544385,3.907556161170889e-30
ENSG00000173715.18,150.01869098982914,4.189121953281356e-30
ENSG00000197930.13,150.00731855883112,4.207308342149356e-30
ENSG00000288558.2,150.00093663698158,4.217548800172195e-30
ENSG00000085552.17,149.98252453027925,4.247233456075399e-30
ENSG00000277782.1,149.89241590923982,4.395564408626457e-30
ENSG00000121797.10,149.86279879532697,4.445445620917427e-30
ENSG00000205002.4,149.8336963670392,4.4950137834753644e-30
ENSG00000159176.14,149.74038529756658,4.6577186814018526e-30
ENSG00000114541.15,149.6564494362585,4.809124373297173e-30
ENSG00000124615.20,149.28227976477942,5.546523013247001e-30
ENSG00000124571.18,149.2504954853478,5.614168231286555e-30
ENSG00000113368.12,149.2454747180586,5.624929256968629e-30
ENSG00000277351.1,148.80478625765312,6.654877189048717e-30
ENSG00000164687.11,148.56296739015934,7.298485176877564e-30
ENSG00000107295.10,148.54014179070873,7.362375548340298e-30
ENSG00000137486.17,148.47810294102013,7.538879124275357e-30
ENSG00000163882.9,148.4618785167825,7.585735405783411e-30
ENSG00000117597.18,148.4205369564715,7.706456745573025e-30
ENSG00000178999.13,148.37855516604654,7.831022558050447e-30
ENSG00000101003.10,148.37739782297055,7.834485050739993e-30
ENSG00000150938.10,148.3765560339611,7.837004447291042e-30
ENSG00000132680.11,148.36724366703052,7.864929851273946e-30
ENSG00000110328.6,148.35702133367425,7.895699093300999e-30
ENSG00000159147.18,148.31691085876008,8.01760413098463e-30
ENSG00000138074.15,148.26115698242123,8.190199671833132e-30
ENSG00000114378.17,148.18639489878933,8.427510252720717e-30
ENSG00000198682.13,148.13381970424334,8.598519616808186e-30
ENSG00000079616.13,148.09942617778592,8.712271638243109e-30
ENSG00000204136.11,148.09252072467652,8.735292068803047e-30
ENSG00000148773.14,148.08249625681813,8.768818993271169e-30
ENSG00000130518.17,148.02619096189127,8.959548611595841e-30
ENSG00000111602.12,147.9397129900568,9.260632374295991e-30
ENSG00000089225.20,147.8726265898302,9.501184929478669e-30
ENSG00000286289.1,147.80054890137507,9.766633740043494e-30
ENSG00000253288.2,147.6845461703404,1.0209582351239306e-29
ENSG00000102010.15,147.5851031766371,1.0605329412387324e-29
ENSG00000160013.9,147.41388073366429,1.1323180073887125e-29
ENSG00000154319.16,147.26225045222944,1.1999543530769654e-29
ENSG00000169282.18,147.25271549474175,1.2043406828829747e-29
ENSG00000198668.13,147.21449624540273,1.2220847819377849e-29
ENSG00000130762.15,147.12158592506793,1.2663232425122513e-29
ENSG00000115380.20,147.1100586320433,1.2719228618784392e-29
ENSG00000135632.12,147.1077124770052,1.2730655972894773e-29
ENSG00000085760.15,146.91967902885622,1.368085195541147e-29
ENSG00000197872.11,146.87151836805378,1.3935478859179372e-29
ENSG00000164236.12,146.840535864475,1.4101794901632129e-29
ENSG00000137648.19,146.61252574164294,1.5388684099435485e-29
ENSG00000101916.12,146.22371533395597,1.7861150420018742e-29
ENSG00000111058.8,146.08382810239948,1.8845190659514446e-29
ENSG00000166106.3,146.00474063212368,1.942544383648783e-29
ENSG00000206053.13,145.96378502594283,1.973294760093535e-29
ENSG00000171101.13,145.8044176897749,2.09767639112577e-29
ENSG00000123485.12,145.71511558499793,2.1707861507778254e-29
ENSG00000186193.9,145.66663749734875,2.2115403663509386e-29
ENSG00000115806.13,145.35895107279603,2.48873986806197e-29
ENSG00000228288.7,145.33746984528656,2.509348308367819e-29
ENSG00000274370.1,145.33253611046433,2.5141057373434995e-29
ENSG00000144381.18,145.27404656982304,2.571200251029559e-29
ENSG00000090530.10,145.05693300853207,2.7947638292195483e-29
ENSG00000140299.13,144.89282648630564,2.976616030276288e-29
ENSG00000152818.18,144.72202863116738,3.178519235117572e-29
ENSG00000129473.11,144.7196707517092,3.18140071401612e-29
ENSG00000012779.11,144.686400923533,3.2223393686070536e-29
ENSG00000159596.7,144.43403256239182,3.55060983200848e-29
ENSG00000246582.3,144.36966733161557,3.639580053056645e-29
ENSG00000124831.19,144.16652795710414,3.9353292540449565e-29
ENSG00000168685.15,143.96293833256303,4.255961722653608e-29
ENSG00000165304.8,143.8984853303466,4.362839439826352e-29
ENSG00000039523.20,143.68769849825108,4.7315618206649535e-29
ENSG00000132688.11,143.63189225032284,4.834318148220339e-29
ENSG00000134285.11,143.63101269711055,4.8359554892259353e-29
ENSG00000068383.19,143.5327017610227,5.0225222973996056e-29
ENSG00000141696.13,143.50894911776615,5.06867218917268e-29
ENSG00000156970.13,143.4782870864767,5.128876942617658e-29
ENSG00000149577.16,143.43854742522487,5.20797555401975e-29
ENSG00000133195.11,142.8038333786699,6.651022473789059e-29
ENSG00000175445.17,142.7428728106385,6.8092010906428e-29
ENSG00000130590.14,142.5916856971109,7.217997378168949e-29
ENSG00000143320.9,142.56859190266013,7.282575539652105e-29
ENSG00000187583.11,142.53023969096722,7.391106138526745e-29
ENSG00000162063.13,142.44401886383167,7.641065937029768e-29
ENSG00000149269.10,142.42611303375773,7.694031515331163e-29
ENSG00000108342.13,142.3613991006942,7.888549321114979e-29
ENSG00000163348.4,142.2904462055735,8.107502001997804e-29
ENSG00000133835.17,142.2781642156719,8.146017929109892e-29
ENSG00000000460.17,141.99461941891096,9.088151261123192e-29
ENSG00000114346.14,141.8208760932316,9.718766122198669e-29
ENSG00000159259.8,141.78727097121515,9.845719780206488e-29
ENSG00000144354.14,141.7616242087578,9.943727846092008e-29
ENSG00000076555.15,141.7339145367517,1.0050720857044576e-28
ENSG00000177464.5,141.51823577269772,1.0924015630932707e-28
ENSG00000129173.13,141.3597199337316,1.1614096455423998e-28
ENSG00000068305.17,141.2847674632577,1.1955476870818153e-28
ENSG00000124785.9,141.2659948484135,1.2042545973097643e-28
ENSG00000248243.1,141.20052390137664,1.2351220651513468e-28
ENSG00000123352.18,141.14837961834178,1.2602740001265253e-28
ENSG00000129353.15,140.96083239126145,1.3550671014687498e-28
ENSG00000197879.17,140.68254416578463,1.5090849643387805e-28
ENSG00000122565.19,140.54704992871035,1.590321504337726e-28
ENSG00000103353.16,140.52428032734775,1.6043980186702943e-28
ENSG00000172322.14,140.46433940722937,1.6420556806597438e-28
ENSG00000170417.16,140.23475337812647,1.7946906098223454e-28
ENSG00000124191.18,140.18834113353864,1.8272374708694522e-28
ENSG00000185532.20,140.02911110697258,1.9434718359179725e-28
ENSG00000131370.16,139.8502042142604,2.08295499430752e-28
ENSG00000122042.10,139.7762541328945,2.1435068942516127e-28
ENSG00000138193.16,139.6023394685071,2.292973301547917e-28
ENSG00000099953.10,139.55022019304928,2.339772524080312e-28
ENSG00000018280.17,139.49924817718815,2.386469441277923e-28
ENSG00000174156.15,139.29654354975852,2.5816236877136244e-28
ENSG00000109906.14,139.20145073734957,2.6786216148485175e-28
ENSG00000158186.13,139.18084290004165,2.700120279936535e-28
ENSG00000102575.13,139.09617874185818,2.790278214571288e-28
ENSG00000111859.17,139.0097457872131,2.885439907035905e-28
ENSG00000111077.18,138.97623117804648,2.923210187427719e-28
ENSG00000105383.15,138.6953037208233,3.259985484261533e-28
ENSG00000186074.19,138.59681389997525,3.3870635188054497e-28
ENSG00000074527.13,138.47051799990996,3.5573274259560736e-28
ENSG00000116701.15,138.40925247520303,3.642992339991327e-28
ENSG00000155465.20,138.36668188294215,3.703734128688074e-28
ENSG00000182481.10,138.31989379500743,3.7716677593304134e-28
ENSG00000254726.3,138.12198351304022,4.0731449084714965e-28
ENSG00000146670.10,138.0566518129575,4.177887584032441e-28
ENSG00000278619.5,137.98387842768125,4.297749660915163e-28
ENSG00000166224.17,137.98272877818593,4.299670658250333e-28
ENSG00000149131.17,137.92118329593296,4.403778443534006e-28
ENSG00000114853.14,137.782802490617,4.647198803577418e-28
ENSG00000143799.14,137.70705725946968,4.786116573047477e-28
ENSG00000250978.5,137.65714434260488,4.879929836721035e-28
ENSG00000087586.18,137.65077820883963,4.8920272906486745e-28
ENSG00000091651.9,137.60161187065214,4.986477579402629e-28
ENSG00000116690.13,137.59764475230546,4.994177943266571e-28
ENSG00000173641.18,137.5946676950003,4.999964395302261e-28
ENSG00000145386.11,137.41258389102592,5.36698369297441e-28
ENSG00000168743.13,137.411366270937,5.369526954531512e-28
ENSG00000164934.14,137.4037075603446,5.385551594546166e-28
ENSG00000119888.11,137.37238400021624,5.451592708748374e-28
ENSG00000146376.11,137.26517196695045,5.683852064042734e-28
ENSG00000158270.12,137.15765396158426,5.92675765010953e-28
ENSG00000169554.22,137.05080486025233,6.178482298847969e-28
ENSG00000162757.4,137.0257651588864,6.239009772834662e-28
